,title,extract,vectored
1109,Bottle,"A bottle is a narrow-necked container made of an impermeable material in various shapes and sizes that stores and transports liquids. Its mouth, at the bottling line, can be sealed with an internal stopper, an external bottle cap, a closure, or induction sealing.","['bottle', 0.20634999871253967, 0.2606000006198883, -0.09472300112247467, -0.733959972858429, 0.7259799838066101, 0.5098999738693237, -0.3935199975967407, -0.4570299983024597, 0.49334999918937683, 1.37909996509552, 0.10284999758005142, 0.14996999502182007, 0.41506001353263855, -0.19039000570774078, 1.0527000427246094, 0.16514000296592712, -0.16717000305652618, 0.8091999888420105, -0.9739400148391724, -1.753000020980835, 0.3463200032711029, -0.053063999861478806, 0.3304600119590759, -0.021036000922322273, -0.786549985408783, -1.0088000297546387, -0.30340999364852905, 1.6765999794006348, 0.908079981803894, -0.39309000968933105, 1.2130999565124512, 0.21588000655174255, -0.877780020236969, 1.375599980354309, 0.5743200182914734, 0.3511100113391876, 0.399260014295578, 0.33184000849723816, 1.2035000324249268, -0.2121800035238266, 1.231600046157837, 0.5855699777603149, -0.4053100049495697, 0.37376001477241516, 0.1658399999141693, 0.5694800019264221, -0.13898000121116638, -0.29061999917030334, 0.5608199834823608, -0.9411200284957886]"
1110,Cable,Cable may refer to:,"['cable', 0.33934998512268066, 0.41266998648643494, 1.4215999841690063, 1.6273000240325928, -0.6625800132751465, 0.7820600271224976, -0.9729200005531311, -0.43248000741004944, 0.5581300258636475, -0.13529999554157257, 0.30875998735427856, 0.27511999011039734, -0.23884999752044678, 1.360700011253357, -0.26210999488830566, 0.6584799885749817, -0.9456700086593628, 0.6047499775886536, -0.21025000512599945, -0.43250998854637146, 1.38510000705719, 0.08354000002145767, -0.2669300138950348, 0.8494300246238708, -0.1257600039243698, -1.0722999572753906, -0.21155999600887299, 0.10412999987602234, 0.6907200217247009, -0.32128000259399414, 2.5269999504089355, 0.7506700158119202, 0.6919999718666077, 0.12467999756336212, -0.7907599806785583, -0.34595999121665955, -0.13672000169754028, -0.3225100040435791, -0.7937999963760376, -0.12120000272989273, 0.8851199746131897, 0.4612700045108795, -0.2110999971628189, 0.5181099772453308, -1.3281999826431274, -0.07799699902534485, -0.4447300136089325, -0.17369000613689423, -0.47470998764038086, 0.6118599772453308]"
1111,Candle,"A candle is an ignitable wick embedded in wax, or another flammable solid substance such as tallow, that provides light, and in some cases, a fragrance. A candle can also provide heat or a method of keeping time.","['candle', -0.14813999831676483, 1.3641999959945679, -0.1153699979186058, -0.5167999863624573, 0.8787599802017212, -0.04140099883079529, -0.07915099710226059, -0.17985999584197998, 0.3634999990463257, 1.0911999940872192, 0.09624399989843369, 0.1521500051021576, 0.5812299847602844, 0.7752299904823303, 0.3599399924278259, 0.6269400119781494, -0.7589399814605713, 0.15028999745845795, -0.5151699781417847, -1.59660005569458, 0.8612300157546997, -0.1363999992609024, -0.6496099829673767, -0.8900499939918518, 0.3082599937915802, -0.17288999259471893, -0.10604000091552734, 1.048699975013733, 0.8271399736404419, -0.15828999876976013, 0.356330007314682, 0.33305999636650085, -0.6969500184059143, 0.6179900169372559, -0.7617300152778625, -0.15557999908924103, 1.1296000480651855, -0.47391998767852783, 0.5110499858856201, 0.533050000667572, 0.6068999767303467, -0.36654001474380493, -1.1440999507904053, 0.17834000289440155, 0.9513900279998779, 1.24590003490448, -0.5938400030136108, -1.2618000507354736, -0.6293200254440308, -1.1621999740600586]"
1112,Clerk,"A clerk is a white-collar worker who conducts general office tasks, or a worker who performs similar sales-related tasks in a retail environment. The responsibilities of clerical workers commonly include record keeping, filing, staffing service counters, screening callers, and other administrative tasks.","['clerk', -0.8252500295639038, -0.6277300119400024, -0.36695998907089233, -0.5013099908828735, 1.4594000577926636, -0.23033000528812408, -0.7453299760818481, 0.9097399711608887, 0.027522999793291092, -1.3112000226974487, -0.18398000299930573, 0.33364999294281006, 0.2756600081920624, 0.04224700108170509, 0.30156001448631287, -0.32916000485420227, -1.3597999811172485, -0.005748500116169453, 0.8655999898910522, -0.5223600268363953, 1.5009000301361084, 0.1124500036239624, -0.7746800184249878, 0.9283499717712402, -0.2762399911880493, -1.6690000295639038, -0.15042999386787415, -0.16369999945163727, -0.0782649964094162, -0.19315999746322632, 1.0608999729156494, -1.0267000198364258, 0.13270999491214752, -0.3054499924182892, 0.5264800190925598, -0.06796199828386307, 0.4628399908542633, 0.4909699857234955, 1.0813000202178955, 0.07529900223016739, 0.471560001373291, 0.6638500094413757, -0.40154001116752625, 0.5527600049972534, -1.1543999910354614, -0.4634000062942505, -0.4030500054359436, -0.658270001411438, 0.8447800278663635, 0.7203999757766724]"
1113,Cloud,"In meteorology, a cloud is an aerosol consisting of a visible mass of miniature liquid droplets, frozen crystals, or other particles suspended in the atmosphere of a planetary body or similar space. Water or various other chemicals may compose the droplets and crystals. On Earth, clouds are formed as a result of saturation of the air when it is cooled to its dew point, or when it gains sufficient moisture from an adjacent source to raise the dew point to the ambient temperature.","['cloud', 0.5440700054168701, 0.92330002784729, 0.5064399838447571, 0.4645400047302246, -0.6201500296592712, -0.35166001319885254, -0.06696899980306625, -0.3283500075340271, 0.6720499992370605, 0.0049137999303638935, 0.36360999941825867, 0.18751999735832214, 0.16290999948978424, 0.6586099863052368, -0.10636000335216522, 0.5878300070762634, -0.3070699870586395, 0.2063799947500229, -0.94718998670578, -0.9378499984741211, -0.1810699999332428, -0.29798999428749084, 0.25091999769210815, -0.4408999979496002, -0.06300699710845947, -0.7015799880027771, 0.01445700041949749, 1.3589999675750732, 0.382860004901886, 0.5064399838447571, 1.8291000127792358, -0.47161000967025757, -0.20374000072479248, -1.305899977684021, -1.0024000406265259, 0.1862799972295761, -0.6330699920654297, -0.9702600240707397, 0.7018899917602539, -0.512690007686615, 0.2678300142288208, 0.05610699951648712, -0.2467699944972992, 0.40310999751091003, 0.03708299994468689, 0.3093999922275543, 0.7247200012207031, -0.541130006313324, -0.10304000228643417, -0.9325299859046936]"
1114,Concert,"A concert is a live music performance in front of an audience. The performance may be by a single musician, sometimes then called a recital, or by a musical ensemble, such as an orchestra, choir, or band. Concerts are held in a wide variety and size of settings, from private houses and small nightclubs, dedicated concert halls, amphitheatres and parks, to large multipurpose buildings, such as arenas and stadiums. Indoor concerts held in the largest venues are sometimes called arena concerts or amphitheatre concerts. Informal names for a concert include show and gig.","['concert', 0.13489000499248505, 1.3114999532699585, -1.0580999851226807, 0.12937000393867493, -0.6027100086212158, -0.3485899865627289, -0.8533899784088135, 0.6134200096130371, -0.12896999716758728, 1.4420000314712524, -0.10801000148057938, -0.7057300209999084, 0.04573399946093559, 0.7525100111961365, 0.9590799808502197, -0.3642599880695343, 0.1100199967622757, 0.2524400055408478, -0.7610200047492981, -0.46108999848365784, 1.549399971961975, 0.4555400013923645, -0.5026900172233582, 0.35611000657081604, -0.27987998723983765, 0.10068000108003616, -0.919160008430481, -0.22123000025749207, -0.7798399925231934, -0.7548199892044067, 2.524399995803833, 0.4571700096130371, 0.13932999968528748, -0.11636000126600266, -0.38137000799179077, 0.05956000089645386, 1.6440999507904053, -0.2726700007915497, -0.57778000831604, -0.11633999645709991, -0.11350999772548676, -0.19224999845027924, -1.2977999448776245, -0.9245399832725525, 0.32631000876426697, 0.2815900146961212, -0.5744799971580505, -0.9676300287246704, -1.5135999917984009, 0.5724999904632568]"
1115,Counter,Counter may refer to:,"['counter', 0.25450998544692993, -1.139799952507019, -0.14776000380516052, -0.3647400140762329, 0.061781998723745346, -0.21595999598503113, 0.4633300006389618, -0.6690000295639038, 0.35798001289367676, 0.33149999380111694, -0.2097100019454956, -0.08966600149869919, -0.3071100115776062, 0.19168999791145325, -0.7359399795532227, -0.037105999886989594, -0.1859399974346161, -0.4672600030899048, -0.1927500069141388, -0.5318400263786316, 0.5757899880409241, -0.2471500039100647, -0.12255000323057175, -0.3012399971485138, -0.7900999784469604, -1.8115999698638916, 0.2356400042772293, -0.0687360018491745, 0.641539990901947, 0.2722499966621399, 2.461899995803833, 0.37999001145362854, -0.659529983997345, -0.26311999559402466, -0.43380001187324524, 0.18783999979496002, -0.4781999886035919, -0.056999001652002335, -0.4885700047016144, 0.024128999561071396, 0.4484499990940094, 0.5531499981880188, 0.1275400072336197, 0.2811099886894226, 1.2431999444961548, 0.4341999888420105, 0.18167999386787415, 0.723800003528595, 0.22450000047683716, 0.08556900173425674]"
1116,Flower,"A flower, sometimes known as a bloom or blossom, is the reproductive structure found in flowering plants. The biological function of a flower is to facilitate reproduction, usually by providing a mechanism for the union of sperm with eggs. Flowers may facilitate outcrossing resulting from cross-pollination or allow selfing when self-pollination occurs.","['flower', 0.07543899863958359, 1.2659000158309937, -1.3178999423980713, 0.11341000348329544, 1.451300024986267, 0.17337000370025635, -0.5626500248908997, -1.0706000328063965, 0.5489799976348877, 0.3016299903392792, -0.1147100031375885, 0.3849799931049347, 0.9204999804496765, -0.249099999666214, 0.33079999685287476, 0.060113001614809036, -0.006884600035846233, 0.08686400204896927, -0.20534999668598175, -0.8609799742698669, 0.10006999969482422, -0.754859983921051, 0.48225000500679016, -0.3325299918651581, -0.23791000247001648, 0.17344999313354492, 0.4977700114250183, 0.8876100182533264, 0.0894709974527359, -0.5621700286865234, 1.8535000085830688, -0.005549299996346235, 0.45844998955726624, 0.5394300222396851, 0.3246999979019165, 0.4347899854183197, -0.02725300006568432, 0.4474399983882904, -0.2751399874687195, -0.016152000054717064, -0.5102400183677673, -0.10113000124692917, -0.8098499774932861, -0.31571000814437866, 1.5816999673843384, 0.21050000190734863, -0.18440000712871552, -1.7266000509262085, 0.09268499910831451, -0.5569599866867065]"
1117,Grandparent,"Grandparents, individually known as grandmother and grandfather, are the parents of a person's father or mother – paternal or maternal. Every sexually-reproducing living organism who is not a genetic chimera has a maximum of four genetic grandparents, eight genetic great-grandparents, sixteen genetic great-great-grandparents, thirty-two genetic great-great-great-grandparents, sixty-four genetic great-great-great-great grandparents, etc. In the history of modern humanity, around 30,000 years ago, the number of modern humans who lived to be a grandparent increased. It is not known for certain what spurred this increase in longevity, but it is generally believed that a key consequence of three generations being alive together was the preservation of information which could otherwise have been lost; an example of this important information might have been where to find water in times of drought.","['grandparent', 0.6402599811553955, 0.579010009765625, -0.227060005068779, -0.7700700163841248, 1.7289999723434448, 0.8601300120353699, -0.29385998845100403, 0.2534100115299225, 0.24121999740600586, 0.38071000576019287, 0.6232900023460388, 0.2875500023365021, 1.0636999607086182, 0.8154399991035461, 0.39827999472618103, 0.6161400079727173, -0.683430016040802, -0.14478999376296997, 0.9945999979972839, 0.9865300059318542, -0.4683400094509125, 0.5154399871826172, -1.0521999597549438, 1.2160999774932861, 0.25137001276016235, -0.13839000463485718, -0.42282000184059143, -1.017899990081787, 0.7091299891471863, 0.389629989862442, -0.5033400058746338, 0.8004900217056274, -0.16357000172138214, 0.7378799915313721, 0.1904900074005127, -0.30748000741004944, -0.16117000579833984, -0.48247000575065613, 0.563510000705719, -0.09164699912071228, 0.1029599979519844, -0.42730000615119934, -0.06385699659585953, 1.6009000539779663, -0.4077399969100952, 0.13157999515533447, -0.02114100009202957, -0.0885469987988472, -0.21371999382972717, 0.3405799865722656]"
1118,Harm,Harm is a moral and legal concept.,"['harm', 0.6328099966049194, -0.09064699709415436, 0.15166999399662018, 0.03225899860262871, 0.42934998869895935, 1.1263999938964844, 0.7732999920845032, 0.7941100001335144, 0.9119899868965149, 0.45976999402046204, 0.545490026473999, 0.5590199828147888, 0.09003400057554245, -0.5648599863052368, 0.19981999695301056, 0.7023599743843079, 0.912310004234314, -0.5005099773406982, 0.2347699999809265, -0.25575000047683716, -0.30230000615119934, 0.15057000517845154, -0.21383999288082123, -0.6574299931526184, 0.5532799959182739, -1.607699990272522, -0.14010000228881836, -0.5163099765777588, 1.6539000272750854, -0.20081999897956848, 1.7106000185012817, 0.7022299766540527, -0.228970006108284, -1.2728999853134155, -0.6723399758338928, 0.015263999812304974, 0.1985500007867813, -0.6929500102996826, -0.2599000036716461, 0.1236099973320961, -0.4868200123310089, -0.42440998554229736, 0.9374300241470337, 0.12644000351428986, 0.834309995174408, -0.28161999583244324, -0.9790300130844116, 0.5370500087738037, 0.5728999972343445, 0.3204300105571747]"
1119,Knee,"In humans and other primates, the knee joins the thigh with the leg and consists of two joints: one between the femur and tibia, and one between the femur and patella. It is the largest joint in the human body. The knee is a modified hinge joint, which permits flexion and extension as well as slight internal and external rotation. The knee is vulnerable to injury and to the development of osteoarthritis.","['knee', -0.2188200056552887, -0.052643999457359314, -0.7170900106430054, -0.3722899854183197, -1.0281000137329102, 1.1978000402450562, -0.3032799959182739, 0.7786200046539307, 0.2502500116825104, -0.6295099854469299, 0.7861199975013733, 0.08813899755477905, -2.023099899291992, 0.10227999836206436, 0.7542499899864197, 0.9126600027084351, -0.9114599823951721, -1.0710999965667725, -0.48096001148223877, 0.14937999844551086, -1.9888999462127686, 0.6295599937438965, -0.057450998574495316, -0.9110000133514404, -0.2596699893474579, -0.9533200263977051, 0.7802000045776367, 1.2300000190734863, 0.6274700164794922, -0.4082599878311157, 2.3747000694274902, 1.0017000436782837, 0.7922199964523315, 0.5075399875640869, 0.41479000449180603, 1.4429999589920044, 1.3825000524520874, 0.8240000009536743, 1.00600004196167, -0.5382800102233887, -0.8684200048446655, 0.3227800130844116, -0.42076998949050903, 0.1904599964618683, 0.3649600148200989, -0.3048799932003021, 1.0468000173568726, -0.2757999897003174, -0.45969000458717346, -0.014298999682068825]"
